dim_track_id,track_name,album_name,artist_name,composer,genre,mediatype
830,Two Steps Behind [Acoustic Version],Vault: Def Leppard's Greatest Hits,Def Leppard,,Rock,MPEG audio file
834,When Love & Hate Collide,Vault: Def Leppard's Greatest Hits,Def Leppard,,Rock,MPEG audio file
833,Rocket,Vault: Def Leppard's Greatest Hits,Def Leppard,,Rock,MPEG audio file
835,Action,Vault: Def Leppard's Greatest Hits,Def Leppard,,Rock,MPEG audio file
839,Rock Of Ages,Vault: Def Leppard's Greatest Hits,Def Leppard,,Rock,MPEG audio file
826,Pour Some Sugar On Me,Vault: Def Leppard's Greatest Hits,Def Leppard,,Rock,MPEG audio file
1500,Satch Boogie,Surfing with the Alien (Remastered),Joe Satriani,,Rock,Protected AAC audio file
1496,Surfing with the Alien,Surfing with the Alien (Remastered),Joe Satriani,,Rock,Protected AAC audio file
1502,Circles,Surfing with the Alien (Remastered),Joe Satriani,,Rock,Protected AAC audio file
1503,Lords of Karma,Surfing with the Alien (Remastered),Joe Satriani,J. Satriani,Rock,Protected AAC audio file
1504,Midnight,Surfing with the Alien (Remastered),Joe Satriani,J. Satriani,Rock,Protected AAC audio file
1505,Echo,Surfing with the Alien (Remastered),Joe Satriani,J. Satriani,Rock,Protected AAC audio file
1501,Hill of the Skull,Surfing with the Alien (Remastered),Joe Satriani,J. Satriani,Rock,Protected AAC audio file
1497,Ice 9,Surfing with the Alien (Remastered),Joe Satriani,,Rock,Protected AAC audio file
1498,Crushing Day,Surfing with the Alien (Remastered),Joe Satriani,,Rock,Protected AAC audio file
1499,"Always With Me, Always With You",Surfing with the Alien (Remastered),Joe Satriani,,Rock,Protected AAC audio file
14,Spellbound,For Those About To Rock We Salute You,AC/DC,"Angus Young, Malcolm Young, Brian Johnson",Rock,MPEG audio file
11,C.O.D.,For Those About To Rock We Salute You,AC/DC,"Angus Young, Malcolm Young, Brian Johnson",Rock,MPEG audio file
7,Let's Get It Up,For Those About To Rock We Salute You,AC/DC,"Angus Young, Malcolm Young, Brian Johnson",Rock,MPEG audio file
10,Evil Walks,For Those About To Rock We Salute You,AC/DC,"Angus Young, Malcolm Young, Brian Johnson",Rock,MPEG audio file
9,Snowballed,For Those About To Rock We Salute You,AC/DC,"Angus Young, Malcolm Young, Brian Johnson",Rock,MPEG audio file
1,For Those About To Rock (We Salute You),For Those About To Rock We Salute You,AC/DC,"Angus Young, Malcolm Young, Brian Johnson",Rock,MPEG audio file
8,Inject The Venom,For Those About To Rock We Salute You,AC/DC,"Angus Young, Malcolm Young, Brian Johnson",Rock,MPEG audio file
6,Put The Finger On You,For Those About To Rock We Salute You,AC/DC,"Angus Young, Malcolm Young, Brian Johnson",Rock,MPEG audio file
13,Night Of The Long Knives,For Those About To Rock We Salute You,AC/DC,"Angus Young, Malcolm Young, Brian Johnson",Rock,MPEG audio file
12,Breaking The Rules,For Those About To Rock We Salute You,AC/DC,"Angus Young, Malcolm Young, Brian Johnson",Rock,MPEG audio file
2740,Magic Bus,My Generation - The Very Best Of The Who,The Who,Pete Townshend,Rock,MPEG audio file
2747,Join Together,My Generation - The Very Best Of The Who,The Who,Pete Townshend,Rock,MPEG audio file
2744,Won't Get Fooled Again (Full Length Version),My Generation - The Very Best Of The Who,The Who,John Entwistle/Pete Townshend,Rock,MPEG audio file
2733,My Generation,My Generation - The Very Best Of The Who,The Who,John Entwistle/Pete Townshend,Rock,MPEG audio file
2734,Substitute,My Generation - The Very Best Of The Who,The Who,Pete Townshend,Rock,MPEG audio file
2737,Happy Jack,My Generation - The Very Best Of The Who,The Who,Pete Townshend,Rock,MPEG audio file
2742,The Seeker,My Generation - The Very Best Of The Who,The Who,Pete Townshend,Rock,MPEG audio file
2739,I Can See For Miles,My Generation - The Very Best Of The Who,The Who,Pete Townshend,Rock,MPEG audio file
2736,Boris The Spider,My Generation - The Very Best Of The Who,The Who,John Entwistle,Rock,MPEG audio file
2738,Pictures Of Lily,My Generation - The Very Best Of The Who,The Who,Pete Townshend,Rock,MPEG audio file
2743,Baba O'Riley,My Generation - The Very Best Of The Who,The Who,John Entwistle/Pete Townshend,Rock,MPEG audio file
2741,Pinball Wizard,My Generation - The Very Best Of The Who,The Who,John Entwistle/Pete Townshend,Rock,MPEG audio file
2749,Who Are You (Single Edit Version),My Generation - The Very Best Of The Who,The Who,John Entwistle/Pete Townshend,Rock,MPEG audio file
2735,I'm A Boy,My Generation - The Very Best Of The Who,The Who,Pete Townshend,Rock,MPEG audio file
2746,5.15,My Generation - The Very Best Of The Who,The Who,Pete Townshend,Rock,MPEG audio file
2750,You Better You Bet,My Generation - The Very Best Of The Who,The Who,Pete Townshend,Rock,MPEG audio file
2731,I Can't Explain,My Generation - The Very Best Of The Who,The Who,Pete Townshend,Rock,MPEG audio file
2732,"Anyway, Anyhow, Anywhere",My Generation - The Very Best Of The Who,The Who,"Pete Townshend, Roger Daltrey",Rock,MPEG audio file
2748,Squeeze Box,My Generation - The Very Best Of The Who,The Who,Pete Townshend,Rock,MPEG audio file
2745,Let's See Action,My Generation - The Very Best Of The Who,The Who,Pete Townshend,Rock,MPEG audio file
2000,Breed,From The Muddy Banks Of The Wishkah [Live],Nirvana,Kurt Cobain,Rock,MPEG audio file
1999,Polly,From The Muddy Banks Of The Wishkah [Live],Nirvana,Kurt Cobain,Rock,MPEG audio file
1991,Been A Son,From The Muddy Banks Of The Wishkah [Live],Nirvana,Kurt Cobain,Rock,MPEG audio file
1994,Spank Thru,From The Muddy Banks Of The Wishkah [Live],Nirvana,Kurt Cobain,Rock,MPEG audio file
1995,Scentless Apprentice,From The Muddy Banks Of The Wishkah [Live],Nirvana,Nirvana,Rock,MPEG audio file
1989,Aneurysm,From The Muddy Banks Of The Wishkah [Live],Nirvana,Nirvana,Rock,MPEG audio file
1987,School,From The Muddy Banks Of The Wishkah [Live],Nirvana,Kurt Cobain,Rock,MPEG audio file
1990,Smells Like Teen Spirit,From The Muddy Banks Of The Wishkah [Live],Nirvana,Nirvana,Rock,MPEG audio file
1993,Sliver,From The Muddy Banks Of The Wishkah [Live],Nirvana,Kurt Cobain,Rock,MPEG audio file
1998,Negative Creep,From The Muddy Banks Of The Wishkah [Live],Nirvana,Kurt Cobain,Rock,MPEG audio file
1988,Drain You,From The Muddy Banks Of The Wishkah [Live],Nirvana,Kurt Cobain,Rock,MPEG audio file
1996,Heart-Shaped Box,From The Muddy Banks Of The Wishkah [Live],Nirvana,Kurt Cobain,Rock,MPEG audio file
1992,Lithium,From The Muddy Banks Of The Wishkah [Live],Nirvana,Kurt Cobain,Rock,MPEG audio file
2002,Blew,From The Muddy Banks Of The Wishkah [Live],Nirvana,Kurt Cobain,Rock,MPEG audio file
1986,Intro,From The Muddy Banks Of The Wishkah [Live],Nirvana,Kurt Cobain,Rock,MPEG audio file
1997,Milk It,From The Muddy Banks Of The Wishkah [Live],Nirvana,Kurt Cobain,Rock,MPEG audio file
2001,Tourette's,From The Muddy Banks Of The Wishkah [Live],Nirvana,Kurt Cobain,Rock,MPEG audio file
772,Black Night,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",Rock,MPEG audio file
775,Call Of The Wild,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord",Rock,MPEG audio file
770,Child In Time (Son Of Aleric - Instrumental),Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",Rock,MPEG audio file
776,Hush,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple,South,Rock,MPEG audio file
773,Perfect Strangers,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple,"Richie Blackmore, Ian Gillian, Roger Glover",Rock,MPEG audio file
777,Smoke On The Water,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",Rock,MPEG audio file
771,Nobody's Home,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",Rock,MPEG audio file
778,Space Trucking,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",Rock,MPEG audio file
768,Knocking At Your Back Door,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple,"Richie Blackmore, Ian Gillian, Roger Glover",Rock,MPEG audio file
769,Bad Attitude,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord",Rock,MPEG audio file
774,The Unwritten Law,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple,"Richie Blackmore, Ian Gillian, Roger Glover, Ian Paice",Rock,MPEG audio file
3295,Rhythm of Love,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,,Rock,Protected AAC audio file
3290,The Zoo,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,,Rock,Protected AAC audio file
3292,Still Loving You,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,,Rock,Protected AAC audio file
3299,Send Me an Angel,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,,Rock,Protected AAC audio file
3296,I Can't Explain,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,,Rock,Protected AAC audio file
3291,Loving You Sunday Morning,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,,Rock,Protected AAC audio file
3289,No One Like You,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,,Rock,Protected AAC audio file
3298,Wind of Change,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,,Rock,Protected AAC audio file
3294,Believe in Love,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,,Rock,Protected AAC audio file
3297,Tease Me Please Me,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,,Rock,Protected AAC audio file
3288,Rock You Like a Hurricane,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,,Rock,Protected AAC audio file
3293,Big City Nights,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,,Rock,Protected AAC audio file
2629,Rain,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,,Rock,MPEG audio file
2633,Wild Flower,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,,Rock,MPEG audio file
2630,Edie (Ciao Baby),"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,,Rock,MPEG audio file
2634,Go West,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,,Rock,MPEG audio file
2625,The Witch,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,,Rock,MPEG audio file
2624,Spirit Walker,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,,Rock,MPEG audio file
2628,Love Removal Machine,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,,Rock,MPEG audio file
2635,Resurrection Joe,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,,Rock,MPEG audio file
2622,Fire Woman,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,,Rock,MPEG audio file
2623,Lil' Evil,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,,Rock,MPEG audio file
2638,Earth Mofo,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,,Rock,MPEG audio file
2631,Heart Of Soul,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,,Rock,MPEG audio file
2637,Sweet Soul Sister,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,,Rock,MPEG audio file
2621,She Sells Sanctuary,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,,Rock,MPEG audio file
2626,Revolution,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,,Rock,MPEG audio file
2627,Wild Hearted Son,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,,Rock,MPEG audio file
2636,Sun King,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,,Rock,MPEG audio file
2632,Love,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,,Rock,MPEG audio file
2541,Riviera Paradise,In Step,Stevie Ray Vaughan & Double Trouble,Stevie Ray Vaughan,Blues,MPEG audio file
2539,Scratch-N-Sniff,In Step,Stevie Ray Vaughan & Double Trouble,Doyle Bramhall/Stevie Ray Vaughan,Blues,MPEG audio file
2532,The House Is Rockin',In Step,Stevie Ray Vaughan & Double Trouble,Doyle Bramhall/Stevie Ray Vaughan,Blues,MPEG audio file
2536,Leave My Girl Alone,In Step,Stevie Ray Vaughan & Double Trouble,B. Guy,Blues,MPEG audio file
2537,Travis Walk,In Step,Stevie Ray Vaughan & Double Trouble,Stevie Ray Vaughan,Blues,MPEG audio file
2538,Wall Of Denial,In Step,Stevie Ray Vaughan & Double Trouble,Doyle Bramhall/Stevie Ray Vaughan,Blues,MPEG audio file
2534,Tightrope,In Step,Stevie Ray Vaughan & Double Trouble,Doyle Bramhall/Stevie Ray Vaughan,Blues,MPEG audio file
2540,Love Me Darlin',In Step,Stevie Ray Vaughan & Double Trouble,C. Burnett,Blues,MPEG audio file
2535,Let Me Love You Baby,In Step,Stevie Ray Vaughan & Double Trouble,Willie Dixon,Blues,MPEG audio file
2533,Crossfire,In Step,Stevie Ray Vaughan & Double Trouble,B. Carter/C. Layton/R. Ellsworth/R. Wynans/T. Shannon,Blues,MPEG audio file
917,Walkin' Blues,Unplugged,Eric Clapton,Robert Johnson,Blues,MPEG audio file
918,Alberta,Unplugged,Eric Clapton,Traditional,Blues,MPEG audio file
919,San Francisco Bay Blues,Unplugged,Eric Clapton,Jesse Fuller,Blues,MPEG audio file
913,Lonely Stranger,Unplugged,Eric Clapton,Eric Clapton,Blues,MPEG audio file
922,Rollin' And Tumblin',Unplugged,Eric Clapton,McKinley Morgenfield (Muddy Waters),Blues,MPEG audio file
914,Nobody Knows You When You're Down & Out,Unplugged,Eric Clapton,Jimmy Cox,Blues,MPEG audio file
909,Signe,Unplugged,Eric Clapton,Eric Clapton,Blues,MPEG audio file
911,Hey Hey,Unplugged,Eric Clapton,Big Bill Broonzy,Blues,MPEG audio file
916,Running On Faith,Unplugged,Eric Clapton,Jerry Lynn Williams,Blues,MPEG audio file
912,Tears In Heaven,Unplugged,Eric Clapton,"Eric Clapton, Will Jennings",Blues,MPEG audio file
915,Layla,Unplugged,Eric Clapton,"Eric Clapton, Jim Gordon",Blues,MPEG audio file
910,Before You Accuse Me,Unplugged,Eric Clapton,Eugene McDaniel,Blues,MPEG audio file
921,Old Love,Unplugged,Eric Clapton,"Eric Clapton, Robert Cray",Blues,MPEG audio file
920,Malted Milk,Unplugged,Eric Clapton,Robert Johnson,Blues,MPEG audio file
1275,08 - Charlotte the Harlot,Iron Maiden,Iron Maiden,Murray  Dave,Blues,MPEG audio file
1270,03 - Remember Tomorrow,Iron Maiden,Iron Maiden,Harris/Paul Di´Anno,Blues,MPEG audio file
1273,06 - Transylvania,Iron Maiden,Iron Maiden,Steve Harris,Blues,MPEG audio file
1274,07 - Strange World,Iron Maiden,Iron Maiden,Steve Harris,Blues,MPEG audio file
1271,04 - Running Free,Iron Maiden,Iron Maiden,Harris/Paul Di´Anno,Blues,MPEG audio file
1276,09 - Iron Maiden,Iron Maiden,Iron Maiden,Steve Harris,Blues,MPEG audio file
1268,01 - Prowler,Iron Maiden,Iron Maiden,Steve Harris,Blues,MPEG audio file
1272,05 - Phantom of the Opera,Iron Maiden,Iron Maiden,Steve Harris,Blues,MPEG audio file
1269,02 - Sanctuary,Iron Maiden,Iron Maiden,David Murray/Paul Di'Anno/Steve Harris,Blues,MPEG audio file
2580,Girl From A Pawnshop,Live [Disc 1],The Black Crowes,Chris Robinson/Rich Robinson,Blues,MPEG audio file
2577,Cursed Diamonds,Live [Disc 1],The Black Crowes,Chris Robinson/Rich Robinson,Blues,MPEG audio file
2572,Midnight From The Inside Out,Live [Disc 1],The Black Crowes,Chris Robinson/Rich Robinson,Blues,MPEG audio file
2575,Greasy Grass River,Live [Disc 1],The Black Crowes,Chris Robinson/Rich Robinson,Blues,MPEG audio file
2578,Miracle To Me,Live [Disc 1],The Black Crowes,Chris Robinson/Rich Robinson,Blues,MPEG audio file
2576,Sometimes Salvation,Live [Disc 1],The Black Crowes,Chris Robinson/Rich Robinson,Blues,MPEG audio file
2574,Thick & Thin,Live [Disc 1],The Black Crowes,Chris Robinson/Rich Robinson,Blues,MPEG audio file
2573,Sting Me,Live [Disc 1],The Black Crowes,Chris Robinson/Rich Robinson,Blues,MPEG audio file
2579,Wiser Time,Live [Disc 1],The Black Crowes,Chris Robinson/Rich Robinson,Blues,MPEG audio file
2581,Cosmic Fiend,Live [Disc 1],The Black Crowes,Chris Robinson/Rich Robinson,Blues,MPEG audio file
2588,Soul Singing,Live [Disc 2],The Black Crowes,Chris Robinson/Rich Robinson,Blues,MPEG audio file
2585,She Talks To Angels,Live [Disc 2],The Black Crowes,Chris Robinson/Rich Robinson,Blues,MPEG audio file
2583,High Head Blues,Live [Disc 2],The Black Crowes,Chris Robinson/Rich Robinson,Blues,MPEG audio file
2586,Twice As Hard,Live [Disc 2],The Black Crowes,Chris Robinson/Rich Robinson,Blues,MPEG audio file
2587,Lickin',Live [Disc 2],The Black Crowes,Chris Robinson/Rich Robinson,Blues,MPEG audio file
2584,Title Song,Live [Disc 2],The Black Crowes,Chris Robinson/Rich Robinson,Blues,MPEG audio file
2582,Black Moon Creeping,Live [Disc 2],The Black Crowes,Chris Robinson/Rich Robinson,Blues,MPEG audio file
2589,Hard To Handle,Live [Disc 2],The Black Crowes,A.Isbell/A.Jones/O.Redding,Blues,MPEG audio file
2590,Remedy,Live [Disc 2],The Black Crowes,Chris Robinson/Rich Robinson,Blues,MPEG audio file
903,Lay Down Sally,The Cream Of Clapton,Eric Clapton,Clapton/Levy,Blues,MPEG audio file
901,After Midnight,The Cream Of Clapton,Eric Clapton,Clapton/J. J. Cale,Blues,MPEG audio file
904,Knockin On Heavens Door,The Cream Of Clapton,Eric Clapton,Clapton/Dylan,Blues,MPEG audio file
907,Promises,The Cream Of Clapton,Eric Clapton,Clapton/F.eldman/Linn,Blues,MPEG audio file
902,Swing Low Sweet Chariot,The Cream Of Clapton,Eric Clapton,Clapton/Trad. Arr. Clapton,Blues,MPEG audio file
906,Let It Grow,The Cream Of Clapton,Eric Clapton,Clapton,Blues,MPEG audio file
893,I Feel Free,The Cream Of Clapton,Eric Clapton,Bruce/Clapton,Blues,MPEG audio file
892,Badge,The Cream Of Clapton,Eric Clapton,Clapton/Harrison,Blues,MPEG audio file
891,Layla,The Cream Of Clapton,Eric Clapton,Clapton/Gordon,Blues,MPEG audio file
894,Sunshine Of Your Love,The Cream Of Clapton,Eric Clapton,Bruce/Clapton,Blues,MPEG audio file
905,Wonderful Tonight,The Cream Of Clapton,Eric Clapton,Clapton,Blues,MPEG audio file
896,Strange Brew,The Cream Of Clapton,Eric Clapton,Clapton/Collins/Pappalardi,Blues,MPEG audio file
895,Crossroads,The Cream Of Clapton,Eric Clapton,Clapton/Robert Johnson Arr: Eric Clapton,Blues,MPEG audio file
908,I Can't Stand It,The Cream Of Clapton,Eric Clapton,Clapton,Blues,MPEG audio file
900,I Shot The Sheriff,The Cream Of Clapton,Eric Clapton,Marley,Blues,MPEG audio file
898,Bell Bottom Blues,The Cream Of Clapton,Eric Clapton,Clapton,Blues,MPEG audio file
899,Cocaine,The Cream Of Clapton,Eric Clapton,Cale/Clapton,Blues,MPEG audio file
897,White Room,The Cream Of Clapton,Eric Clapton,Bruce/Clapton,Blues,MPEG audio file
201,Keep It To Myself (Aka Keep It To Yourself),The Best Of Buddy Guy - The Millenium Collection,Buddy Guy,Sonny Boy Williamson [I],Blues,MPEG audio file
194,First Time I Met The Blues,The Best Of Buddy Guy - The Millenium Collection,Buddy Guy,Eurreal Montgomery,Blues,MPEG audio file
195,Let Me Love You Baby,The Best Of Buddy Guy - The Millenium Collection,Buddy Guy,Willie Dixon,Blues,MPEG audio file
202,My Time After Awhile,The Best Of Buddy Guy - The Millenium Collection,Buddy Guy,Robert Geddins/Ron Badger/Sheldon Feinberg,Blues,MPEG audio file
203,Too Many Ways (Alternate),The Best Of Buddy Guy - The Millenium Collection,Buddy Guy,Willie Dixon,Blues,MPEG audio file
199,Leave My Girl Alone,The Best Of Buddy Guy - The Millenium Collection,Buddy Guy,Buddy Guy,Blues,MPEG audio file
196,Stone Crazy,The Best Of Buddy Guy - The Millenium Collection,Buddy Guy,Buddy Guy,Blues,MPEG audio file
198,When My Left Eye Jumps,The Best Of Buddy Guy - The Millenium Collection,Buddy Guy,Al Perkins/Willie Dixon,Blues,MPEG audio file
197,Pretty Baby,The Best Of Buddy Guy - The Millenium Collection,Buddy Guy,Willie Dixon,Blues,MPEG audio file
204,Talkin' 'Bout Women Obviously,The Best Of Buddy Guy - The Millenium Collection,Buddy Guy,Amos Blakemore/Buddy Guy,Blues,MPEG audio file
200,She Suits Me To A Tee,The Best Of Buddy Guy - The Millenium Collection,Buddy Guy,Buddy Guy,Blues,MPEG audio file
3342,The Economist,"LOST, Season 4",Lost,,Drama,Protected MPEG-4 video file
3360,Something Nice Back Home,"LOST, Season 4",Lost,,Drama,Protected MPEG-4 video file
3339,LOST Season 4 Trailer,"LOST, Season 4",Lost,,Drama,Protected MPEG-4 video file
3337,"Past, Present, and Future","LOST, Season 4",Lost,,Drama,Protected MPEG-4 video file
3341,Confirmed Dead,"LOST, Season 4",Lost,,Drama,Protected MPEG-4 video file
3344,The Constant,"LOST, Season 4",Lost,,Drama,Protected MPEG-4 video file
3348,The Shape of Things to Come,"LOST, Season 4",Lost,,Drama,Protected MPEG-4 video file
3340,LOST In 8:15,"LOST, Season 4",Lost,,Drama,Protected MPEG-4 video file
3361,Cabin Fever,"LOST, Season 4",Lost,,Drama,Protected MPEG-4 video file
3362,"There's No Place Like Home, Pt. 1","LOST, Season 4",Lost,,Drama,Protected MPEG-4 video file
3364,"There's No Place Like Home, Pt. 3","LOST, Season 4",Lost,,Drama,Protected MPEG-4 video file
3345,The Other Woman,"LOST, Season 4",Lost,,Drama,Protected MPEG-4 video file
3338,The Beginning of the End,"LOST, Season 4",Lost,,Drama,Protected MPEG-4 video file
3363,"There's No Place Like Home, Pt. 2","LOST, Season 4",Lost,,Drama,Protected MPEG-4 video file
2902,Maternity Leave,"Lost, Season 2",Lost,,Drama,Protected MPEG-4 video file
2897,One of Them,"Lost, Season 2",Lost,,Drama,Protected MPEG-4 video file
2889,The Hunting Party,"Lost, Season 2",Lost,,Drama,Protected MPEG-4 video file
2916,Two for the Road,"Lost, Season 2",Lost,,Drama,Protected MPEG-4 video file
2922,"Live Together, Die Alone, Pt. 1","Lost, Season 2",Lost,,Drama,Protected MPEG-4 video file
2892,Fire + Water,"Lost, Season 2",Lost,,Drama,Protected MPEG-4 video file
2905,The Whole Truth,"Lost, Season 2",Lost,,Drama,Protected MPEG-4 video file
2907,Lockdown,"Lost, Season 2",Lost,,Drama,Protected MPEG-4 video file
2875,Not In Portland,"Lost, Season 3",Lost,,Drama,Protected MPEG-4 video file
3165,The Brig,"Lost, Season 3",Lost,,Drama,Protected MPEG-4 video file
3224,Through a Looking Glass,"Lost, Season 3",Lost,,Drama,Protected MPEG-4 video file
2908,One of Us,"Lost, Season 3",Lost,,Drama,Protected MPEG-4 video file
3251,"Through the Looking Glass, Pt. 2","Lost, Season 3",Lost,,Drama,Protected MPEG-4 video file
2890,Tricia Tanaka Is Dead,"Lost, Season 3",Lost,,Drama,Protected MPEG-4 video file
2895,Par Avion,"Lost, Season 3",Lost,,Drama,Protected MPEG-4 video file
2862,The Glass Ballerina,"Lost, Season 3",Lost,,Drama,Protected MPEG-4 video file
2866,Every Man for Himself,"Lost, Season 3",Lost,,Drama,Protected MPEG-4 video file
2886,Stranger In a Strange Land,"Lost, Season 3",Lost,,Drama,Protected MPEG-4 video file
2882,Lost Survival Guide,"Lost, Season 3",Lost,,Drama,Protected MPEG-4 video file
3170,Greatest Hits,"Lost, Season 3",Lost,,Drama,Protected MPEG-4 video file
2909,Catch-22,"Lost, Season 3",Lost,,Drama,Protected MPEG-4 video file
2876,Not In Portland,"Lost, Season 3",Lost,,Drama,Protected MPEG-4 video file
2912,D.O.C.,"Lost, Season 3",Lost,,Drama,Protected MPEG-4 video file
2881,Flashes Before Your Eyes,"Lost, Season 3",Lost,,Drama,Protected MPEG-4 video file
3252,"Through the Looking Glass, Pt. 1","Lost, Season 3",Lost,,Drama,Protected MPEG-4 video file
2903,Left Behind,"Lost, Season 3",Lost,,Drama,Protected MPEG-4 video file
2899,The Man from Tallahassee,"Lost, Season 3",Lost,,Drama,Protected MPEG-4 video file
2891,Enter 77,"Lost, Season 3",Lost,,Drama,Protected MPEG-4 video file
2900,Exposé,"Lost, Season 3",Lost,,Drama,Protected MPEG-4 video file
3169,The Man Behind the Curtain,"Lost, Season 3",Lost,,Drama,Protected MPEG-4 video file
3171,Landslide,"Heroes, Season 1",Heroes,,Drama,Protected MPEG-4 video file
2852,Run!,"Heroes, Season 1",Heroes,,Drama,Protected MPEG-4 video file
2843,Hiros,"Heroes, Season 1",Heroes,,Drama,Protected MPEG-4 video file
2856,Parasite,"Heroes, Season 1",Heroes,,Drama,Protected MPEG-4 video file
3166,.07%,"Heroes, Season 1",Heroes,,Drama,Protected MPEG-4 video file
3168,The Hard Part,"Heroes, Season 1",Heroes,,Drama,Protected MPEG-4 video file
2854,Company Man,"Heroes, Season 1",Heroes,,Drama,Protected MPEG-4 video file
2850,The Fix,"Heroes, Season 1",Heroes,,Drama,Protected MPEG-4 video file
2849,Fallout,"Heroes, Season 1",Heroes,,Drama,Protected MPEG-4 video file
3223,How to Stop an Exploding Man,"Heroes, Season 1",Heroes,,Drama,Protected MPEG-4 video file
2855,Company Man,"Heroes, Season 1",Heroes,,Drama,Protected MPEG-4 video file
2851,Distractions,"Heroes, Season 1",Heroes,,Drama,Protected MPEG-4 video file
2841,One Giant Leap,"Heroes, Season 1",Heroes,,Drama,Protected MPEG-4 video file
2842,Collision,"Heroes, Season 1",Heroes,,Drama,Protected MPEG-4 video file
2853,Unexpected,"Heroes, Season 1",Heroes,,Drama,Protected MPEG-4 video file
2846,Seven Minutes to Midnight,"Heroes, Season 1",Heroes,,Drama,Protected MPEG-4 video file
2847,Homecoming,"Heroes, Season 1",Heroes,,Drama,Protected MPEG-4 video file
3167,Five Years Gone,"Heroes, Season 1",Heroes,,Drama,Protected MPEG-4 video file
2840,Don't Look Back,"Heroes, Season 1",Heroes,,Drama,Protected MPEG-4 video file
2844,Better Halves,"Heroes, Season 1",Heroes,,Drama,Protected MPEG-4 video file
1932,Saudade Dos Aviões Da Panair (Conversando No Bar),Minas,Milton Nascimento,"Milton Nascimento, Fernando Brant",Latin,MPEG audio file
